"ShowID","ShowDate","ShowName","DeadBaseID","VenueID","TapeRank","GotIT","Quality","MyNotes","ShowNotes","ShowFirstLine"
1915,"1987-07-04","07-04-87",0,560,0,0,-1,"","*Garcia on pedal steel **Bob Dylanfirst ""Baby Tonight"" - first ""Chimes Of Freedom"" - first ""Heaven's Door"" - first ""I Want You"" - first ""Joey"" - first ""John Brown"" - first ""Man Of Peace"" - first ""Memphis Blues"" - first ""Queen Jane"" - first ""Slow Train"" - first ""Thin Man"" - first ""Times A Changin"" - sound check: Times A Changin - Weir, Serve Somebody - Garcia - Memphis Blues - Dylan, Baby Tonight* - Weir, Heaven's Door - Dylan & Garcia","07-04-87 Schaefer Stadium/, Foxboro/, Ma. (Sat)"
1916,"1987-07-08","07-08-87",0,222,0,0,-1,"","","07-08-87 Roanoke Civic Center/, Roanoke/, Va. (Wed)"
1917,"1987-07-26","07-26-87",0,561,0,0,-1,"","*with Bob Dylanfinal ""Chimes Of Freedom"" - final ""Dead Man"" - final ""Serve Somebody"" - final ""Simple Twist"" - only ""Tambourine Man"" - final ""Watching The River Flow""","07-26-87 Anaheim Stadium/, Anaheim/, Ca. (Sun)"
1918,"1987-08-11","08-11-87",0,10,0,0,-1,"","""Funiculi Funicula"" tuning before ""Masterpiece"" - last ""High Time"": 05-03-86 [71]","08-11-87 Red Rocks Amphitheatre/, Morrison/, Co. (Tue)"
1919,"1987-08-13","08-13-87",0,10,0,0,-1,"","last ""Big Boss Man"": 04-08-85 [148]","08-13-87 Red Rocks Amphitheatre/, Morrison/, Co. (Thu)"
1920,"1987-08-15","08-15-87",0,562,0,0,-1,"","FM broadcast KOTO - Olatunji and the Drums of Passion opened","08-15-87 Town Park/, Telluride/, Co. (Sat)"
1921,"1987-08-16","08-16-87",0,562,0,0,-1,"","""Beer Barrel Polka"" tuning before ""Far From Me"" - double start for ""Brokedown"" - FM broadcast KOTO - Olatunji and the Drums of Passion opened","08-16-87 Town Park/, Telluride/, Co. (Sun)"
1922,"1987-08-22","08-22-87",0,180,0,0,-1,"","*with Carlos Santana last ""Schoolgirl"": 09-19-70 [1116] - ""Mountain Aire Music Festival"" - David Lindley & El Rayo-X, then Santana opened","08-22-87 Calaveras County Fairgrounds/, Angel's Camp/, Ca. (Sat)"
1923,"1987-09-07","09-07-87",0,35,0,0,-1,"","final/last ""Playin Jam"": 11-05-85 [116] - first ""La Bamba""","09-07-87 Providence Civic Center/, Providence/, R.I. (Mon)"
1924,"1987-09-08","09-08-87",0,35,0,0,-1,"","last ""TLEO"": 07-02-86 [70]","09-08-87 Providence Civic Center/, Providence/, R.I. (Tue)"
1925,"1987-09-11","09-11-87",0,141,0,0,-1,"","Mickey Hart's 44th birthday","09-11-87 Capital Centre/, Landover/, Md. (Fri)"
1926,"1987-09-12","09-12-87",0,141,0,0,-1,"","","09-12-87 Capital Centre/, Landover/, Md. (Sat)"
1927,"1987-09-13","09-13-87",0,141,0,0,-1,"","only ""Fever""","09-13-87 Capital Centre/, Landover/, Md. (Sun)"
1928,"1987-09-16","09-16-87",0,8,0,0,-1,"","encore began with ""GDTRFB"" closing - New York City Percussion Ensemble opened","09-16-87 Madison Square Garden/, New York/, N.Y. (Wed)"
1929,"1987-09-19","09-19-87",0,8,0,1,-1,"","*TV broadcast for Farm Aid III","09-19-87 Madison Square Garden/, New York/, N.Y. (Sat)"
1930,"1987-09-20","09-20-87",0,8,0,1,-1,"","""Funiculi Funicula"" & ""Addams Family"" tunings before ""Jack Straw""","09-20-87 Madison Square Garden/, New York/, N.Y. (Sun)"
1931,"1987-09-23","09-23-87",0,36,0,1,-1,"","final ""La Bamba"" - final ""Tons Of Steel""","09-23-87 The Spectrum/, Philadelphia/, Pa. (Wed)"
1932,"1987-09-24","09-24-87",0,36,0,0,-1,"","""Mexicali"" fake before ""Big River""","09-24-87 The Spectrum/, Philadelphia/, Pa. (Thu)"
1933,"1987-10-02","10-02-87",0,43,0,0,-1,"","","10-02-87 Shoreline Amphitheatre/, Mountain View/, Ca. (Fri)"
1934,"1987-11-06","11-06-87",0,138,0,0,-1,"","Rex Foundation benefit","11-06-87 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Fri)"
1935,"1987-11-08","11-08-87",0,138,0,0,-1,"","Rex Foundation benefit","11-08-87 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Sun)"
1936,"1987-11-13","11-13-87",0,213,0,0,-1,"","","11-13-87 Long Beach Arena/, Long Beach/, Ca. (Fri)"
1937,"1987-11-14","11-14-87",0,213,0,0,-1,"","","11-14-87 Long Beach Arena/, Long Beach/, Ca. (Sat)"
1938,"1987-11-15","11-15-87",0,213,0,0,-1,"","","11-15-87 Long Beach Arena/, Long Beach/, Ca. (Sun)"
1939,"1987-12-28","12-28-87",0,24,0,1,-1,"","","12-28-87 Oakland Coliseum Arena/, Oakland/, Ca. (Mon)"
1940,"1987-12-30","12-30-87",0,24,0,0,-1,"","","12-30-87 Oakland Coliseum Arena/, Oakland/, Ca. (Wed)"
1941,"1988-02-13","02-13-88",0,138,0,0,-1,"","""Saturday Night"" tease before ""Good Lovin""","02-13-88 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Sat)"
1942,"1988-02-14","02-14-88",0,138,0,0,-1,"","","02-14-88 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Sun)"
1943,"1988-02-16","02-16-88",0,138,0,1,-1,"","*with BatucajeDr. John opened - Mardi Gras parade during Drumz> Iko Iko","02-16-88 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Tue)"
1944,"1988-02-17","02-17-88",0,138,0,0,-1,"","Dragon dance during ""Drumz"" - the Chinese Symphony Orchestra opened","02-17-88 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Wed)"
1945,"1988-03-17","03-17-88",0,138,0,0,-1,"","*with Hamza El-Din first Bob Weir ""Memphis Blues"" - last ""Hey Jude Finale"": 09-07-85 [161] - Train To Sligo opened","03-17-88 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Thu)"
1946,"1988-03-18","03-18-88",0,138,0,0,-1,"","","03-18-88 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Fri)"
1947,"1988-03-24","03-24-88",0,95,0,0,-1,"","","03-24-88 The Omni/, Atlanta/, Ga. (Thu)"
1948,"1988-03-26","03-26-88",0,6,0,0,-1,"","only ""Stir It Up""","03-26-88 Hampton Coliseum/, Hampton/, Va. (Sat)"
1949,"1988-03-30","03-30-88",0,11,0,0,-1,"","","03-30-88 Meadowlands Arena/, East Rutherford/, N.J. (Wed)"
1950,"1988-04-03","04-03-88",0,110,0,0,-1,"","","04-03-88 Hartford Civic Center/, Hartford/, Ct. (Sun)"
1951,"1988-04-04","04-04-88",0,110,0,0,-1,"","","04-04-88 Hartford Civic Center/, Hartford/, Ct. (Mon)"
1952,"1988-04-07","04-07-88",0,109,0,1,-1,"","FM broadcast WCUW","04-07-88 The Centrum/, Worcester/, Ma. (Thu)"
1953,"1988-04-08","04-08-88",0,109,0,0,-1,"","FM broadcast WCUW","04-08-88 The Centrum/, Worcester/, Ma. (Fri)"
1954,"1988-04-11","04-11-88",0,563,0,0,-1,"","""Other One"" tease after ""Truckin"" - drummers' birthdays joke before ""Brokedown""","04-11-88 Joe Louis Arena/, Detroit/, Mi. (Mon)"
1955,"1988-04-13","04-13-88",0,145,0,0,-1,"","","04-13-88 Rosemont Horizon/, Rosemont/, Il. (Wed)"
1956,"1988-04-14","04-14-88",0,145,0,0,-1,"","","04-14-88 Rosemont Horizon/, Rosemont/, Il. (Thu)"
1957,"1988-04-22","04-22-88",0,252,0,0,-1,"","","04-22-88 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Fri)"
1958,"1988-04-23","04-23-88",0,252,0,0,-1,"","""Beer Barrel Polka"" tuning before ""Hey Pocky Way""","04-23-88 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Sat)"
1959,"1988-04-24","04-24-88",0,252,0,0,-1,"","","04-24-88 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Sun)"
1960,"1988-06-19","06-19-88",0,64,0,0,-1,"","first ""Foolish Heart""","06-19-88 Alpine Valley Music Theatre/, East Troy/, Wi. (Sun)"
1961,"1988-06-20","06-20-88",0,64,0,0,-1,"","first ""Blow Away""","06-20-88 Alpine Valley Music Theatre/, East Troy/, Wi. (Mon)"
1962,"1988-06-22","06-22-88",0,64,0,0,-1,"","first ""Take You Home"" - ""Mexican Hat Dance"" tuning before ""Let It Grow""","06-22-88 Alpine Valley Music Theatre/, East Troy/, Wi. (Wed)"
1963,"1988-06-25","06-25-88",0,144,0,0,-1,"","*with Bruce Hornsby on accordion Bruce Hornsby & The Range opened","06-25-88 Buckeye Lake Music Center/, Hebron/, Oh. (Sat)"
1964,"1988-07-15","07-15-88",0,29,0,0,-1,"","Rex Foundation benefit - FM broadcast KPFA-Berkeley","07-15-88 Greek Theatre/, U. of California/, Berkeley/, Ca. (Fri)"
1965,"1988-07-30","07-30-88",0,140,0,0,-1,"","David Lindley & El Rayo-X, then Los Lobos opened","07-30-88 Laguna Seca Recreation Area/, Monterey/, Ca. (Sat)"
1966,"1988-08-26","08-26-88",0,564,0,0,-1,"","Santana opened","08-26-88 Tacoma Dome/, Tacoma/, Wa. (Fri)"
1967,"1988-09-02","09-02-88",0,141,0,0,-1,"","long spacey tuning before ""Scarlet""","09-02-88 Capital Centre/, Landover/, Md. (Fri)"
1968,"1988-09-05","09-05-88",0,141,0,0,-1,"","","09-05-88 Capital Centre/, Landover/, Md. (Mon)"
1969,"1988-09-06","09-06-88",0,141,0,0,-1,"","""Desolation Row"" started with only Bobby and Phil - last ""BIODTL"": 05-02-87 [111] - 6 beat ""BIODTL""","09-06-88 Capital Centre/, Landover/, Md. (Tue)"
1970,"1988-09-08","09-08-88",0,36,0,0,-1,"","","09-08-88 The Spectrum/, Philadelphia/, Pa. (Thu)"
1971,"1988-09-11","09-11-88",0,36,0,0,-1,"","Mickey Hart's 45th birthday - Billy gives Mickey a pie in the face at end of ""Drumz""","09-11-88 The Spectrum/, Philadelphia/, Pa. (Sun)"
1972,"1988-09-12","09-12-88",0,36,0,0,-1,"","","09-12-88 The Spectrum/, Philadelphia/, Pa. (Mon)"
1973,"1988-09-14","09-14-88",0,8,0,0,-1,"","","09-14-88 Madison Square Garden/, New York/, N.Y. (Wed)"
1974,"1988-09-15","09-15-88",0,8,0,1,-1,"","","09-15-88 Madison Square Garden/, New York/, N.Y. (Thu)"
1975,"1988-09-18","09-18-88",0,8,0,0,-1,"","","09-18-88 Madison Square Garden/, New York/, N.Y. (Sun)"
1976,"1988-09-19","09-19-88",0,8,0,0,-1,"","last ""China Doll"": 09-09-87 [85]","09-19-88 Madison Square Garden/, New York/, N.Y. (Mon)"
1977,"1988-09-20","09-20-88",0,8,0,0,-1,"","","09-20-88 Madison Square Garden/, New York/, N.Y. (Tue)"
1978,"1988-09-22","09-22-88",0,8,0,0,-1,"","22 beat ""BIODTL"" - last ""Tom Thumb Blues"": 11-08-87 [70]","09-22-88 Madison Square Garden/, New York/, N.Y. (Thu)"
1979,"1988-09-23","09-23-88",0,8,0,0,-1,"","","09-23-88 Madison Square Garden/, New York/, N.Y. (Fri)"
1980,"1988-09-30","09-30-88",0,43,0,1,-1,"","","09-30-88 Shoreline Amphitheatre/, Mountain View/, Ca. (Fri)"
1981,"1988-10-01","10-01-88",0,43,0,0,-1,"","","10-01-88 Shoreline Amphitheatre/, Mountain View/, Ca. (Sat)"
1982,"1988-10-02","10-02-88",0,43,0,0,-1,"","","10-02-88 Shoreline Amphitheatre/, Mountain View/, Ca. (Sun)"
1983,"1988-10-14","10-14-88",0,91,0,0,-1,"","last ""Saint"": 09-07-87 [95]","10-14-88 Miami Arena/, Miami/, Fl. (Fri)"
1984,"1988-10-16","10-16-88",0,261,0,0,-1,"","Bob Weir's 41st birthday - ""Happy Birthday Bobby"" before the encore","10-16-88 Bayfront Center Arena/, St. Petersburg/, Fl. (Sun)"
1985,"1988-10-18","10-18-88",0,565,0,0,-1,"","*with members of The Neville Brothers **also with The Bangles10 beat ""BIODTL""","10-18-88 Keifer Lakefront Arena/, U.N.O./, New Orleans/, La. (Tue)"
1986,"1988-10-20","10-20-88",0,511,0,0,-1,"","first ""Built To Last""","10-20-88 The Summit/, Houston/, Tx. (Thu)"
1987,"1988-10-21","10-21-88",0,566,0,0,-1,"","Brent Mydland's 36th birthday - Happy Birthday Brent before Wang Dang Doodle - last ""Wang Dang Doodle"": 03-27-86 [193]","10-21-88 Reunion Arena/, Dallas/, Tx. (Fri)"
1988,"1988-12-09","12-09-88",0,213,0,0,-1,"","last ""Jack A Roe"": 08-31-85 [235] - last ""High Time"": 10-04-87 [85]","12-09-88 Long Beach Arena/, Long Beach/, Ca. (Fri)"
1989,"1988-12-10","12-10-88",0,213,0,0,-1,"","","12-10-88 Long Beach Arena/, Long Beach/, Ca. (Sat)"
1990,"1988-12-11","12-11-88",0,213,0,0,-1,"","","12-11-88 Long Beach Arena/, Long Beach/, Ca. (Sun)"
1991,"1988-12-28","12-28-88",0,24,0,0,-1,"","","12-28-88 Oakland Coliseum Arena/, Oakland/, Ca. (Wed)"
1992,"1988-12-29","12-29-88",0,24,0,0,-1,"","","12-29-88 Oakland Coliseum Arena/, Oakland/, Ca. (Thu)"
1993,"1988-12-31","12-31-88",0,24,0,0,-1,"","*with Clarence Clemons on saxophone **with Baba Olatunji, Sikiru Adepoju & KitaroPeter Apfelbaum and the Hieroglyphics Ensemble, then Tom Tom Club opened - FM broadcast KFOG-San Francisco - ""Beer Barrel Polka"" tuning before ""Cassidy"" - Bill Graham rides in on a giant mirror ball","12-31-88 Oakland Coliseum Arena/, Oakland/, Ca. (Sat)"
1994,"1989-02-06","02-06-89",0,138,0,0,-1,"","""Beer Barrel Polka"" tuning before ""NFA"" - Dragon dance during Drumz - the Chinese Symphony Orchestra opened","02-06-89 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Mon)"
1995,"1989-02-07","02-07-89",0,138,0,0,-1,"","Al Rapone and the Zydeco Express opened - first ""Little Light"" - false start on ""Victim""","02-07-89 Henry J. Kaiser Convention Center/, Oakland/, Ca. (Tue)"
1996,"1989-02-10","02-10-89",0,142,0,0,-1,"","*without Weir venue used to be called ""The Forum""","02-10-89 Great Western Forum/, Inglewood/, Ca. (Fri)"
1997,"1989-02-11","02-11-89",0,142,0,0,-1,"","*with Airto Moreira, Flora Purim and Diana Moreira","02-11-89 Great Western Forum/, Inglewood/, Ca. (Sat)"
1998,"1989-03-27","03-27-89",0,95,0,0,-1,"","","03-27-89 The Omni/, Atlanta/, Ga. (Mon)"
1999,"1989-03-30","03-30-89",0,76,0,0,-1,"","","03-30-89 Greensboro Coliseum/, Greensboro/, N.C. (Thu)"
2000,"1989-03-31","03-31-89",0,76,0,0,-1,"","","03-31-89 Greensboro Coliseum/, Greensboro/, N.C. (Fri)"
2001,"1989-04-02","04-02-89",0,254,0,0,-1,"","*with extra lyrics from Brentsound check: Help> Slipknot> Franklin's","04-02-89 Pittsburgh Civic Arena/, Pittsburgh/, Pa. (Sun)"
2002,"1989-04-03","04-03-89",0,254,0,0,-1,"","last ""El Paso"": 04-09-87 [157] - ""Beer Barrel Polka"" tuning after ""Jack A Roe""","04-03-89 Pittsburgh Civic Arena/, Pittsburgh/, Pa. (Mon)"
2003,"1989-04-05","04-05-89",0,521,0,0,-1,"","","04-05-89 Crisler Arena/, U. of Michigan/, Ann Arbor/, Mi. (Wed)"
2004,"1989-04-06","04-06-89",0,521,0,0,-1,"","","04-06-89 Crisler Arena/, U. of Michigan/, Ann Arbor/, Mi. (Thu)"
2005,"1989-04-11","04-11-89",0,145,0,0,-1,"","","04-11-89 Rosemont Horizon/, Rosemont/, Il. (Tue)"
2006,"1989-04-12","04-12-89",0,145,0,0,-1,"","last ""Spoonful"": 09-07-87 [124]","04-12-89 Rosemont Horizon/, Rosemont/, Il. (Wed)"
2007,"1989-04-13","04-13-89",0,145,0,0,-1,"","","04-13-89 Rosemont Horizon/, Rosemont/, Il. (Thu)"
2008,"1989-04-16","04-16-89",0,263,0,0,-1,"","","04-16-89 The Mecca/, Milwaukee/, Wi. (Sun)"
2009,"1989-04-17","04-17-89",0,260,0,0,-1,"","first ""Drumz"" with MIDI","04-17-89 Metropolitan Sports Center/, Bloomington/, Mn. (Mon)"
2010,"1989-04-28","04-28-89",0,252,0,0,-1,"","first ""Picasso Moon""","04-28-89 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Fri)"
2011,"1989-04-29","04-29-89",0,252,0,0,-1,"","""Funiculi Funicula"" tuning before ""Memphis Blues""","04-29-89 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Sat)"
2012,"1989-04-30","04-30-89",0,252,0,0,-1,"","","04-30-89 Irvine Meadows Amphitheatre/, Irvine/, Ca. (Sun)"
2013,"1989-05-27","05-27-89",0,70,0,0,-1,"","*with Clarence ClemonsIn Concert Against AIDS - also: Tower Of Power; Joe Satriani; Los Lobos; John Fogerty; Tracy Chapman - John Fogerty's band included Bob & Jerry on guitar and vocals, Randy Jackson on bass? - Steve Jordan on drums; Clarence Clemons joined for Fogerty's encore","05-27-89 Oakland Coliseum Stadium/, Oakland/, Ca. (Sat)"
2014,"1989-07-12","07-12-89",0,16,0,0,-1,"","*with Bruce Hornsby Bruce Hornsby & The Range opened","07-12-89 Robert F. Kennedy Stadium/, Washington/, D.C. (Wed)"
2015,"1989-07-13","07-13-89",0,16,0,0,-1,"","*with Bruce Hornsby Bruce Hornsby & The Range opened","07-13-89 Robert F. Kennedy Stadium/, Washington/, D.C. (Thu)"
2016,"1989-07-15","07-15-89",0,66,0,0,-1,"","","07-15-89 Deer Creek Music Center/, Noblesville/, In. (Sat)"
2017,"1989-08-04","08-04-89",0,65,0,0,-1,"","sound check: Touch, Shakedown","08-04-89 Cal Expo Amphitheatre/, Sacramento/, Ca. (Fri)"
2018,"1989-08-05","08-05-89",0,65,0,0,-1,"","","08-05-89 Cal Expo Amphitheatre/, Sacramento/, Ca. (Sat)"
2019,"1989-08-06","08-06-89",0,65,0,0,-1,"","","08-06-89 Cal Expo Amphitheatre/, Sacramento/, Ca. (Sun)"
2020,"1989-08-18","08-18-89",0,29,0,0,-1,"","Rex Foundation benefit - FM broadcast KPFA-Berkeley","08-18-89 Greek Theatre/, U. of California/, Berkeley/, Ca. (Fri)"
2021,"1989-09-30","09-30-89",0,43,0,0,-1,"","","09-30-89 Shoreline Amphitheatre/, Mountain View/, Ca. (Sat)"
2022,"1989-10-11","10-11-89",0,11,0,0,-1,"","","10-11-89 Meadowlands Arena/, East Rutherford/, N.J. (Wed)"
2023,"1989-10-12","10-12-89",0,11,0,0,-1,"","","10-12-89 Meadowlands Arena/, East Rutherford/, N.J. (Thu)"
2024,"1989-10-14","10-14-89",0,11,0,0,-1,"","last first-set ""Help> Slipknot> Franklin's"": 10-11-77 [868]","10-14-89 Meadowlands Arena/, East Rutherford/, N.J. (Sat)"
2025,"1989-10-15","10-15-89",0,11,0,0,-1,"","","10-15-89 Meadowlands Arena/, East Rutherford/, N.J. (Sun)"
2026,"1989-10-23","10-23-89",0,25,0,0,-1,"","final ""California Earthquake""","10-23-89 Charlotte Coliseum/, Charlotte/, N.C. (Mon)"
2027,"1989-10-25","10-25-89",0,91,0,0,-1,"","","10-25-89 Miami Arena/, Miami/, Fl. (Wed)"
2028,"1989-12-06","12-06-89",0,24,0,0,-1,"","*with Clarence Clemons""Earthquake Relief Fund"" benefit - 20th anniversary of Altamont","12-06-89 Oakland Coliseum Arena/, Oakland/, Ca. (Wed)"
2029,"1989-12-08","12-08-89",0,142,0,0,-1,"","""Other One"" teases before and after ""Drumz""","12-08-89 Great Western Forum/, Inglewood/, Ca. (Fri)"
2030,"1989-12-09","12-09-89",0,142,0,0,-1,"","""Bird Song"" appears on ""Without A Net""","12-09-89 Great Western Forum/, Inglewood/, Ca. (Sat)"
2031,"1989-12-27","12-27-89",0,24,0,0,-1,"","*with Clarence Clemons","12-27-89 Oakland Coliseum Arena/, Oakland/, Ca. (Wed)"
2032,"1989-12-28","12-28-89",0,24,0,0,-1,"","*with Willie Green of the Neville Brothers part of ""Drumz"" appears on ""Infrared Roses""","12-28-89 Oakland Coliseum Arena/, Oakland/, Ca. (Thu)"
2033,"1989-12-30","12-30-89",0,24,0,0,-1,"","*with Airto Moreira","12-30-89 Oakland Coliseum Arena/, Oakland/, Ca. (Sat)"
2034,"1990-02-25","02-25-90",0,24,0,0,-1,"","first ""Last Time"" since 1965","02-25-90 Oakland Coliseum Arena/, Oakland/, Ca. (Sun)"
2035,"1990-02-26","02-26-90",0,24,0,0,-1,"","Balafon Marimba Ensemble opened","02-26-90 Oakland Coliseum Arena/, Oakland/, Ca. (Mon)"
2036,"1990-02-27","02-27-90",0,24,0,1,-1,"","*with Michael Doucet and Beausoleillast ""Drums"": 02-16-88 [153] - Michael Doucet and Beausoleil opened","02-27-90 Oakland Coliseum Arena/, Oakland/, Ca. (Tue)"
2037,"1990-04-01","04-01-90",0,95,0,0,-1,"","","04-01-90 The Omni/, Atlanta/, Ga. (Sun)"
2038,"1990-04-03","04-03-90",0,95,0,0,-1,"","","04-03-90 The Omni/, Atlanta/, Ga. (Tue)"
2039,"1990-06-09","06-09-90",0,65,0,0,-1,"","Rex Foundation benefit","06-09-90 Cal Expo Amphitheatre/, Sacramento/, Ca. (Sat)"
2040,"1990-06-16","06-16-90",0,43,0,0,-1,"","","06-16-90 Shoreline Amphitheatre/, Mountain View/, Ca. (Sat)"
2041,"1990-06-17","06-17-90",0,43,0,0,-1,"","","06-17-90 Shoreline Amphitheatre/, Mountain View/, Ca. (Sun)"
2042,"1990-07-04","07-04-90",0,77,0,0,-1,"","","07-04-90 Sandstone Amphitheatre/, Bonner Springs/, Ks. (Wed)"
2043,"1990-07-08","07-08-90",0,79,0,0,-1,"","Crosby, Stills & Nash opened","07-08-90 Three Rivers Stadium/, Pittsburgh/, Pa. (Sun)"
2044,"1990-07-10","07-10-90",0,567,0,0,-1,"","*with Bruce Hornsby on accordion Bruce Hornsby & The Range opened - final ""We Can Run"" - ""Promised"" was interrupted by a power failure","07-10-90 Carter-Finley Stadium/, Raleigh/, N.C. (Tue)"
2045,"1990-07-19","07-19-90",0,66,0,0,-1,"","","07-19-90 Deer Creek Music Center/, Noblesville/, In. (Thu)"
2046,"1990-07-22","07-22-90",0,181,0,0,-1,"","final ""Far From Me"" - final ""Hey Pocky Way""","07-22-90 World Music Theatre/, Tinley Park/, Il. (Sun)"
2047,"1990-09-07","09-07-90",0,182,0,0,-1,"","Vince Welnick's first show - Jerry introduces Vince after Bird Song","09-07-90 Richfield Coliseum/, Richfield/, Oh. (Fri)"
2048,"1990-09-10","09-10-90",0,36,0,0,-1,"","","09-10-90 The Spectrum/, Philadelphia/, Pa. (Mon)"
2049,"1990-09-11","09-11-90",0,36,0,0,-1,"","","09-11-90 The Spectrum/, Philadelphia/, Pa. (Tue)"
2050,"1990-09-12","09-12-90",0,36,0,0,-1,"","last ""Two Soldiers Jam"": 09-22-87 [214]","09-12-90 The Spectrum/, Philadelphia/, Pa. (Wed)"
2051,"1990-10-13","10-13-90",0,568,0,0,-1,"","without Bruce Hornsby","10-13-90 Ice Stadium/, Stockholm/, Sweden (Sat)"
2052,"1990-10-17","10-17-90",0,569,0,0,-1,"","last ""Maggie's Farm"": 11-14-87 [212]","10-17-90 Grugahalle/, Essen/, Germany (Wed)"
2053,"1990-10-19","10-19-90",0,111,0,0,-1,"","","10-19-90 Internationales Congress Centrum/, Berlin/, Germany (Fri)"
2054,"1990-10-22","10-22-90",0,570,0,0,-1,"","first ""Valley Road""","10-22-90 Festhalle/, Frankfurt/, Germany (Mon)"
2055,"1990-10-24","10-24-90",0,571,0,0,-1,"","","10-24-90 Sporthalle/, Hamburg/, Germany (Wed)"
2056,"1990-12-03","12-03-90",0,24,0,0,-1,"","*with Sikiru Adepoju final ""Stander""","12-03-90 Oakland Coliseum Arena/, Oakland/, Ca. (Mon)"
2057,"1990-12-04","12-04-90",0,24,0,0,-1,"","*with Huey Lewis on harmonica","12-04-90 Oakland Coliseum Arena/, Oakland/, Ca. (Tue)"
2058,"1990-12-08","12-08-90",0,259,0,0,-1,"","","12-08-90 Compton Terrace Amphitheatre/, Chandler/, Az. (Sat)"
2059,"1990-12-09","12-09-90",0,259,0,0,-1,"","","12-09-90 Compton Terrace Amphitheatre/, Chandler/, Az. (Sun)"
2060,"1990-12-14","12-14-90",0,112,0,0,-1,"","without Bruce Hornsby - ""Dark Star"" is second verse only","12-14-90 McNichols Sports Arena/, Denver/, Co. (Fri)"
2061,"1990-12-28","12-28-90",0,24,0,0,-1,"","","12-28-90 Oakland Coliseum Arena/, Oakland/, Ca. (Fri)"
2062,"1991-02-20","02-20-91",0,24,0,0,-1,"","*with Baba Olatunji and Sikiru Adepojuwithout Bruce Hornsby - false start for ""Masterpiece""","02-20-91 Oakland Coliseum Arena/, Oakland/, Ca. (Wed)"
2063,"1991-03-18","03-18-91",0,141,0,1,-1,"","","03-18-91 Capital Centre/, Landover/, Md. (Mon)"
2064,"1991-03-28","03-28-91",0,5,0,0,-1,"","without Bruce Hornsby - last ""Terrapin"" encore: 07-08-78 [907]","03-28-91 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Thu)"
2065,"1991-03-29","03-29-91",0,5,0,0,-1,"","without Bruce Hornsby - last ""Dire Wolf"": 06-10-90 [63] - PA problems during ""Masterpiece"" forced the end of the set","03-29-91 Nassau Veterans Memorial Coliseum/, Uniondale/, N.Y. (Fri)"
2066,"1991-03-31","03-31-91",0,76,0,0,-1,"","","03-31-91 Greensboro Coliseum/, Greensboro/, N.C. (Sun)"
2067,"1991-04-03","04-03-91",0,95,0,0,-1,"","","04-03-91 The Omni/, Atlanta/, Ga. (Wed)"
2068,"1991-04-04","04-04-91",0,95,0,0,-1,"","","04-04-91 The Omni/, Atlanta/, Ga. (Thu)"
2069,"1991-04-05","04-05-91",0,95,0,0,-1,"","final ""Stir It Up Jam""","04-05-91 The Omni/, Atlanta/, Ga. (Fri)"
2070,"1991-04-07","04-07-91",0,572,0,1,-1,"","","04-07-91 Orlando Arena/, 0rlando/, Fl. (Sun)"
